,x1,y1,w1,h1,x2,y2,w2,h2,x3,y3,w3,h3,x4,y4,w4,h4,x5,y5,w5,h5,x6,y6,w6,h6,x7,y7,w7,h7,x8,y8,w8,h8,x9,y9,w9,h9,x10,y10,w10,h10,x11,y11,w11,h11,x12,y12,w12,h12,x13,y13,w13,h13,x14,y14,w14,h14,x15,y15,w15,h15,x16,y16,w16,h16,x17,y17,w17,h17,x18,y18,w18,h18,x19,y19,w19,h19,x20,y20,w20,h20,x21,y21,w21,h21,x22,y22,w22,h22,x23,y23,w23,h23,x24,y24,w24,h24,x25,y25,w25,h25,x26,y26,w26,h26,x27,y27,w27,h27,x28,y28,w28,h28,x29,y29,w29,h29,x30,y30,w30,h30,x31,y31,w31,h31,x32,y32,w32,h32,x33,y33,w33,h33,x34,y34,w34,h34,x35,y35,w35,h35,x36,y36,w36,h36,x37,y37,w37,h37,x38,y38,w38,h38,x39,y39,w39,h39,x40,y40,w40,h40,x41,y41,w41,h41,x42,y42,w42,h42,x43,y43,w43,h43,x44,y44,w44,h44,x45,y45,w45,h45,x46,y46,w46,h46,x47,y47,w47,h47,x48,y48,w48,h48,x49,y49,w49,h49,x50,y50,w50,h50,x51,y51,w51,h51,x52,y52,w52,h52,x53,y53,w53,h53,x54,y54,w54,h54,x55,y55,w55,h55,x56,y56,w56,h56,x57,y57,w57,h57,x58,y58,w58,h58,x59,y59,w59,h59,x60,y60,w60,h60,State
433,0,0,720,575,22,253,15,12,48,255,38,9,0,0,720,575,16,111,26,24,21,164,15,12,21,221,17,17,21,312,14,13,21,451,16,16,22,193,15,15,22,280,16,16,46,118,35,11,47,165,36,12,47,196,32,10,47,224,32,11,47,311,36,14,168,145,204,116,168,405,85,84,261,406,85,84,358,406,81,83,380,145,203,115,449,405,85,86,541,406,84,84,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,home#menu#gaming
434,2,0,720,576,24,253,15,13,50,255,38,10,2,0,720,576,18,111,26,25,23,164,15,13,23,221,17,18,23,312,14,14,23,451,16,17,24,193,15,16,24,280,16,17,48,118,35,12,49,165,36,13,49,196,32,11,49,224,32,12,49,311,36,15,170,145,204,117,170,405,85,85,263,406,85,85,360,406,81,84,382,145,203,116,451,405,85,87,543,406,84,85,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,home#menu#gaming
435,0,2,720,576,22,255,15,13,48,257,38,10,0,2,720,576,16,113,26,25,21,166,15,13,21,223,17,18,21,314,14,14,21,453,16,17,22,195,15,16,22,282,16,17,46,120,35,12,47,167,36,13,47,198,32,11,47,226,32,12,47,313,36,15,168,147,204,117,168,407,85,85,261,408,85,85,358,408,81,84,380,147,203,116,449,407,85,87,541,408,84,85,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,home#menu#gaming
436,0,0,720,576,22,253,17,13,48,255,40,10,0,0,720,576,16,111,28,25,21,164,17,13,21,221,19,18,21,312,16,14,21,451,18,17,22,193,17,16,22,280,18,17,46,118,37,12,47,165,38,13,47,196,34,11,47,224,34,12,47,311,38,15,168,145,206,117,168,405,87,85,261,406,87,85,358,406,83,84,380,145,205,116,449,405,87,87,541,406,86,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
437,0,0,720,576,22,253,15,15,48,255,38,12,0,0,720,576,16,111,26,27,21,164,15,15,21,221,17,20,21,312,14,16,21,451,16,19,22,193,15,18,22,280,16,19,46,118,35,14,47,165,36,15,47,196,32,13,47,224,32,14,47,311,36,17,168,145,204,119,168,405,85,87,261,406,85,87,358,406,81,86,380,145,203,118,449,405,85,89,541,406,84,87,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
438,0,0,720,576,20,253,15,13,46,255,38,10,0,0,720,576,14,111,26,25,19,164,15,13,19,221,17,18,19,312,14,14,19,451,16,17,20,193,15,16,20,280,16,17,44,118,35,12,45,165,36,13,45,196,32,11,45,224,32,12,45,311,36,15,166,145,204,117,166,405,85,85,259,406,85,85,356,406,81,84,378,145,203,116,447,405,85,87,539,406,84,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
439,0,0,720,576,22,251,15,13,48,253,38,10,0,0,720,576,16,109,26,25,21,162,15,13,21,219,17,18,21,310,14,14,21,449,16,17,22,191,15,16,22,278,16,17,46,116,35,12,47,163,36,13,47,194,32,11,47,222,32,12,47,309,36,15,168,143,204,117,168,403,85,85,261,404,85,85,358,404,81,84,380,143,203,116,449,403,85,87,541,404,84,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
440,0,0,718,576,22,253,13,13,48,255,36,10,0,0,718,576,16,111,24,25,21,164,13,13,21,221,15,18,21,312,12,14,21,451,14,17,22,193,13,16,22,280,14,17,46,118,33,12,47,165,34,13,47,196,30,11,47,224,30,12,47,311,34,15,168,145,202,117,168,405,83,85,261,406,83,85,358,406,79,84,380,145,201,116,449,405,83,87,541,406,82,85,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,home#menu#gaming
441,0,0,720,574,22,253,15,11,48,255,38,8,0,0,720,574,16,111,26,23,21,164,15,11,21,221,17,16,21,312,14,12,21,451,16,15,22,193,15,14,22,280,16,15,46,118,35,10,47,165,36,11,47,196,32,9,47,224,32,10,47,311,36,13,168,145,204,115,168,405,85,83,261,406,85,83,358,406,81,82,380,145,203,114,449,405,85,85,541,406,84,83,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,home#menu#gaming
442,3,0,720,576,25,253,15,13,51,255,38,10,3,0,720,576,19,111,26,25,24,164,15,13,24,221,17,18,24,312,14,14,24,451,16,17,25,193,15,16,25,280,16,17,49,118,35,12,50,165,36,13,50,196,32,11,50,224,32,12,50,311,36,15,171,145,204,117,171,405,85,85,264,406,85,85,361,406,81,84,383,145,203,116,452,405,85,87,544,406,84,85,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,home#menu#gaming
443,0,3,720,576,22,256,15,13,48,258,38,10,0,3,720,576,16,114,26,25,21,167,15,13,21,224,17,18,21,315,14,14,21,454,16,17,22,196,15,16,22,283,16,17,46,121,35,12,47,168,36,13,47,199,32,11,47,227,32,12,47,314,36,15,168,148,204,117,168,408,85,85,261,409,85,85,358,409,81,84,380,148,203,116,449,408,85,87,541,409,84,85,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,home#menu#gaming
444,0,0,720,576,22,253,18,13,48,255,41,10,0,0,720,576,16,111,29,25,21,164,18,13,21,221,20,18,21,312,17,14,21,451,19,17,22,193,18,16,22,280,19,17,46,118,38,12,47,165,39,13,47,196,35,11,47,224,35,12,47,311,39,15,168,145,207,117,168,405,88,85,261,406,88,85,358,406,84,84,380,145,206,116,449,405,88,87,541,406,87,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
445,0,0,720,576,22,253,15,16,48,255,38,13,0,0,720,576,16,111,26,28,21,164,15,16,21,221,17,21,21,312,14,17,21,451,16,20,22,193,15,19,22,280,16,20,46,118,35,15,47,165,36,16,47,196,32,14,47,224,32,15,47,311,36,18,168,145,204,120,168,405,85,88,261,406,85,88,358,406,81,87,380,145,203,119,449,405,85,90,541,406,84,88,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
446,0,0,720,576,19,253,15,13,45,255,38,10,0,0,720,576,13,111,26,25,18,164,15,13,18,221,17,18,18,312,14,14,18,451,16,17,19,193,15,16,19,280,16,17,43,118,35,12,44,165,36,13,44,196,32,11,44,224,32,12,44,311,36,15,165,145,204,117,165,405,85,85,258,406,85,85,355,406,81,84,377,145,203,116,446,405,85,87,538,406,84,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
447,0,0,720,576,22,250,15,13,48,252,38,10,0,0,720,576,16,108,26,25,21,161,15,13,21,218,17,18,21,309,14,14,21,448,16,17,22,190,15,16,22,277,16,17,46,115,35,12,47,162,36,13,47,193,32,11,47,221,32,12,47,308,36,15,168,142,204,117,168,402,85,85,261,403,85,85,358,403,81,84,380,142,203,116,449,402,85,87,541,403,84,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
448,0,0,717,576,22,253,12,13,48,255,35,10,0,0,717,576,16,111,23,25,21,164,12,13,21,221,14,18,21,312,11,14,21,451,13,17,22,193,12,16,22,280,13,17,46,118,32,12,47,165,33,13,47,196,29,11,47,224,29,12,47,311,33,15,168,145,201,117,168,405,82,85,261,406,82,85,358,406,78,84,380,145,200,116,449,405,82,87,541,406,81,85,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,home#menu#gaming
449,0,0,720,573,22,253,15,10,48,255,38,7,0,0,720,573,16,111,26,22,21,164,15,10,21,221,17,15,21,312,14,11,21,451,16,14,22,193,15,13,22,280,16,14,46,118,35,9,47,165,36,10,47,196,32,8,47,224,32,9,47,311,36,12,168,145,204,114,168,405,85,82,261,406,85,82,358,406,81,81,380,145,203,113,449,405,85,84,541,406,84,82,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,home#menu#gaming
450,0,0,720,576,22,253,15,13,48,255,38,10,0,0,720,576,16,111,26,25,21,164,15,13,21,221,17,18,21,312,14,14,21,451,16,17,22,193,15,16,22,280,16,17,46,118,35,12,47,165,36,13,47,196,32,11,47,224,32,12,47,311,36,15,169,146,202,115,169,406,83,85,262,406,84,85,356,406,84,85,380,146,202,115,449,406,84,85,542,406,84,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
451,1,0,720,576,23,253,15,13,49,255,38,10,1,0,720,576,17,111,26,25,22,164,15,13,22,221,17,18,22,312,14,14,22,451,16,17,23,193,15,16,23,280,16,17,47,118,35,12,48,165,36,13,48,196,32,11,48,224,32,12,48,311,36,15,170,146,202,115,170,406,83,85,263,406,84,85,357,406,84,85,381,146,202,115,450,406,84,85,543,406,84,85,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,home#menu#gaming
452,0,1,720,576,22,254,15,13,48,256,38,10,0,1,720,576,16,112,26,25,21,165,15,13,21,222,17,18,21,313,14,14,21,452,16,17,22,194,15,16,22,281,16,17,46,119,35,12,47,166,36,13,47,197,32,11,47,225,32,12,47,312,36,15,169,147,202,115,169,407,83,85,262,407,84,85,356,407,84,85,380,147,202,115,449,407,84,85,542,407,84,85,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,home#menu#gaming
453,0,0,720,576,22,253,16,13,48,255,39,10,0,0,720,576,16,111,27,25,21,164,16,13,21,221,18,18,21,312,15,14,21,451,17,17,22,193,16,16,22,280,17,17,46,118,36,12,47,165,37,13,47,196,33,11,47,224,33,12,47,311,37,15,169,146,203,115,169,406,84,85,262,406,85,85,356,406,85,85,380,146,203,115,449,406,85,85,542,406,85,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
454,0,0,720,576,22,253,15,14,48,255,38,11,0,0,720,576,16,111,26,26,21,164,15,14,21,221,17,19,21,312,14,15,21,451,16,18,22,193,15,17,22,280,16,18,46,118,35,13,47,165,36,14,47,196,32,12,47,224,32,13,47,311,36,16,169,146,202,116,169,406,83,86,262,406,84,86,356,406,84,86,380,146,202,116,449,406,84,86,542,406,84,86,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
455,0,0,720,576,21,253,15,13,47,255,38,10,0,0,720,576,15,111,26,25,20,164,15,13,20,221,17,18,20,312,14,14,20,451,16,17,21,193,15,16,21,280,16,17,45,118,35,12,46,165,36,13,46,196,32,11,46,224,32,12,46,311,36,15,168,146,202,115,168,406,83,85,261,406,84,85,355,406,84,85,379,146,202,115,448,406,84,85,541,406,84,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
456,0,0,720,576,22,252,15,13,48,254,38,10,0,0,720,576,16,110,26,25,21,163,15,13,21,220,17,18,21,311,14,14,21,450,16,17,22,192,15,16,22,279,16,17,46,117,35,12,47,164,36,13,47,195,32,11,47,223,32,12,47,310,36,15,169,145,202,115,169,405,83,85,262,405,84,85,356,405,84,85,380,145,202,115,449,405,84,85,542,405,84,85,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#gaming
457,0,0,719,576,22,253,14,13,48,255,37,10,0,0,719,576,16,111,25,25,21,164,14,13,21,221,16,18,21,312,13,14,21,451,15,17,22,193,14,16,22,280,15,17,46,118,34,12,47,165,35,13,47,196,31,11,47,224,31,12,47,311,35,15,169,146,201,115,169,406,82,85,262,406,83,85,356,406,83,85,380,146,201,115,449,406,83,85,542,406,83,85,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,home#menu#gaming
458,0,0,720,575,22,253,15,12,48,255,38,9,0,0,720,575,16,111,26,24,21,164,15,12,21,221,17,17,21,312,14,13,21,451,16,16,22,193,15,15,22,280,16,16,46,118,35,11,47,165,36,12,47,196,32,10,47,224,32,11,47,311,36,14,169,146,202,114,169,406,83,84,262,406,84,84,356,406,84,84,380,146,202,114,449,406,84,84,542,406,84,84,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,home#menu#gaming
459,2,0,720,576,24,253,15,13,50,255,38,10,2,0,720,576,18,111,26,25,23,164,15,13,23,221,17,18,23,312,14,14,23,451,16,17,24,193,15,16,24,280,16,17,48,118,35,12,49,165,36,13,49,196,32,11,49,224,32,12,49,311,36,15,171,146,202,115,171,406,83,85,264,406,84,85,358,406,84,85,382,146,202,115,451,406,84,85,544,406,84,85,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,home#menu#gaming
